commodity,widget_id,title,pillar,telemetry,a1,a2,a3,a4,avg,grade,source_csv,score_method,notes
jukkumi,w11_spawn_cycle,주꾸미 산란 주기 및 자원량 계절 변동 모델,,,90.0,95.0,75.0,90.0,87.5,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w12_generation_risk,단년생 세대 회전율 및 기후 연동 리스크 지표,,,90.0,95.0,75.0,90.0,87.5,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w13_processing_auto,산지별 원료 수율 및 1차 가공 단가 구조,,,90.0,95.0,65.0,90.0,85.0,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w14_nutrition,두족류 영양성분 프로파일 및 프리미엄 마케팅 지표,,,90.0,95.0,75.0,90.0,87.5,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w15_hsk_tariff,HSK 세번별 주꾸미 수입 관세율 및 FTA 절감 매트릭스,,,90.0,95.0,75.0,90.0,87.5,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w16_korus_schedule,한미 FTA 두족류 양허 스케줄 및 수출 기회 전망,,,90.0,95.0,75.0,90.0,87.5,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w17_price_spread,국내산 대 수입산 주꾸미 가격 스프레드 및 시장 분화,,,90.0,95.0,75.0,90.0,87.5,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w18_substitutes,프랜차이즈 도매 납품가 및 대체재 교차 탄력성 분석,,,90.0,60.0,65.0,90.0,76.2,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w19_vibrio_amr,비브리오 항균제 내성 프로파일 및 보건 리스크,,,60.0,60.0,75.0,90.0,71.2,C,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w20_fip_esg,산지별 지속가능성 인증 현황 및 해역 리스크 지수,,,90.0,95.0,75.0,90.0,87.5,A,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w21_leisure_fishing_impact,유어낚시 자원 잠식도,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w22_vietnam_trawl_fip,베트남 저인망 FIP 진행률,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w23_hmr_yield_optimization,HMR 가공 수율 및 단가,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w24_china_aquaculture_rd,중국 단완낙지 양식 생장률,,,60.0,95.0,60.0,90.0,76.2,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w25_tariff_schedule_impact,수입 관세 철폐 스케줄,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w26_coldchain_utilization,동남아 콜드체인 인프라,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w27_japan_kfood_export,일본 K-주꾸미 수출 성장세,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w28_domestic_senior_hmr,시니어 친화 간편식 침투율,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w29_africa_human_rights_risk,아프리카 대체재 인권 리스크,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
jukkumi,w30_tac_regulation_map,2026 자원관리 TAC 압박도,,,90.0,95.0,60.0,90.0,83.8,B,jukkumi_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelAfricanExportROI.tsx,가나 수출 수익률 기반 AI 운송 판별기,S3,,60.0,70.0,55.0,100.0,71.2,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelAltSourcingIndex.tsx,대체 공급망 단가 매력도 지수,S1,,90.0,60.0,70.0,90.0,77.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelAquaculture.tsx,양식 고등어의 부상과 블루오션,S2,,60.0,40.0,55.0,100.0,63.8,D,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelBlackhole.tsx,&quot;고등어 블랙홀&quot; 신흥 시장 발굴,S4,,60.0,40.0,55.0,100.0,63.8,D,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelClimatePredictor.tsx,지구온난화 대형어 흉작 예측 모델,S1,,60.0,70.0,55.0,100.0,71.2,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelFTAQuarterly.tsx,FTA 고등어 분기별 수입 동향 (KMI 21개 분기),S3,,90.0,95.0,80.0,100.0,91.2,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelFeedRatio.tsx,물가 착시 통계 (식용 vs 생사료 교차비),S2,,60.0,95.0,55.0,100.0,77.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelFilletPenetration.tsx,순살 필렛(Fillet) HMR 체제 전환 가속,?,,60.0,60.0,70.0,70.0,65.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelGhanaStrategy.tsx,한국 태평양고등어 가나 수출 전략 (테스트 성과 보고),S5,,60.0,95.0,55.0,90.0,75.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelKoreaSupply.tsx,🇰🇷 한국 고등어 자급률 위기 모니터,S4,,60.0,40.0,55.0,100.0,63.8,D,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelMacroCycle.tsx,글로벌 고등어 호황/불황 사이클,S4,,60.0,40.0,55.0,100.0,63.8,D,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelNorwayAlt.tsx,공급선 다변화: 노르웨이 독점 대항마,S1,,60.0,60.0,70.0,90.0,70.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelNorwaySpread.tsx,노르웨이 직수입 원가 스프레드,?,,60.0,60.0,70.0,70.0,65.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelProcessedWidgets.tsx,칠레-페루 어분(Fishmeal) 제국의 탄생,P1,,60.0,40.0,55.0,90.0,61.2,D,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelProcessedWidgets.tsx,중국의 스텔스 싹쓸이 (블랙홀),P1,,60.0,40.0,55.0,90.0,61.2,D,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelSafetyPremium.tsx,후쿠시마 지정학적 안전 프리미엄,S4,,60.0,40.0,55.0,100.0,63.8,D,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelSankey.tsx,가성비 단백질 배급망 (무역 플로우),S3,,60.0,60.0,70.0,90.0,70.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelSizePremium.tsx,사이즈간 체급 프리미엄 배수,?,,60.0,60.0,70.0,70.0,65.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelSpreadWinners.tsx,가공 차익의 승자들,S2,,60.0,60.0,70.0,90.0,70.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelStorageTurnover.tsx,보세 냉동창고 매점매석/체화 추적기,S3,,60.0,60.0,70.0,90.0,70.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelStrategy.tsx,한국 태평양고등어 가나 수출 전략 (테스트 성과 보고),S4,,60.0,95.0,55.0,100.0,77.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelTRQMeter.tsx,정부 정책 TRQ 방출 임박 게이지,S3,,60.0,60.0,70.0,90.0,70.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelTrioRadar.tsx,조업 vs 가공 vs 소비 트리오 분석,S1,,60.0,60.0,70.0,90.0,70.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,components/MackerelUnitPrice.tsx,글로벌 단위 단가 랭킹: 프리미엄 타겟 시장,S4,,60.0,60.0,70.0,90.0,70.0,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w01,글로벌 고등어(Scomber) 어종별 연간 어획량 추이,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w02,상위 5개국 어획량 집중도 분석,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w03,어종별 어획 비중 구조 분석,?,,90.0,75.0,70.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w04,한·일 연근해 고등어 어획량 감소 추이,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w05,고등어 양식 전환 가능성 평가,?,,90.0,75.0,70.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w06,글로벌 고등어 수출입 규모 추이,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w07,한국 수출입 단가 역조 추이 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w08,글로벌 가공 허브 국가별 점유율 변동,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w09,중국·러시아 원양 고등어 공급 점유율 추이,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w10,네덜란드 중계무역 마진 구조 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w11,아프리카 수출시장 단가 및 물량 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w12,프리미엄 수산물 가격 전략 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w13,한국 고등어 자급률 추이 분석,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w14,노르웨이 수입 의존도 및 공급 집중 리스크,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w15,한국 수출 목적지별 비중 분석,?,,90.0,70.0,70.0,100.0,82.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w16,고등어 피쉬밀·오일 생산량 10개년 추이,?,,90.0,70.0,70.0,100.0,82.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w17,수출·수입·아프리카향 단가 추이 비교,?,,90.0,75.0,70.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w18,네덜란드 중계무역 단가 마크업 분석,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w19,가나 허브 차익거래 및 우회수출 마진,?,,60.0,60.0,75.0,100.0,73.8,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w21,HMR 가공 전환 부가가치 분석,?,,90.0,70.0,75.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w22,에코-안전 프리미엄 가격 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w23,해수면 온도(SST) 기반 어획 포트폴리오 전략,?,,90.0,75.0,70.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w24,EU 고등어 가공 형태별 부가가치 추이,?,,90.0,40.0,75.0,100.0,76.2,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w25,ITQ 쿼터 자산화 및 콜드체인 경쟁력 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w26,소형어 친환경 배합사료 전환 분석,?,,90.0,70.0,75.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w27,AI 기반 D2C 구독 다이내믹 프라이싱,?,,90.0,70.0,75.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w28,EU 국가별 고등어 단가 차익거래 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w29,고등어 사료 단가-참다랑어 양식 상관분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w30,EU 리테일 가격 마크업 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w31,EU-아프리카 수입 단가 양극화 분석,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w32,EU 고등어 식품 인플레이션 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w33,폴란드·프랑스 가공 패권 이동 분석,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w34,콜드체인 기반 가격 차익거래 분석,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w35,냉동·가공 형태별 부가가치 비교,?,,90.0,40.0,70.0,100.0,75.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w36,네덜란드 중개 무역 수익 모델 분석,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w37,고등어 스태그플레이션 지표 분석,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w38,한국 고등어 무역수지 역전 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w39,아이슬란드 소싱 차익거래 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w40,CN8 코드별 가공 부가가치 사다리,?,,90.0,40.0,70.0,100.0,75.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w41,중국 고등어 가공·수출 확대 분석,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w42,노르웨이 TAC 쿼터 감축 영향 분석,?,,90.0,75.0,70.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w44,NPFC/ICES 자원평가 건강성 스코어카드,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w48,2025 Q1 글로벌 수출 랭킹 (INFOFISH),?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w51,소비자 가격 분해 (유통 마진 구조),?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w52,아프리카 수출 급증 추이 분석,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w43,EU 어획량 감소 및 어군 이동 분석,?,,90.0,75.0,75.0,100.0,85.0,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w45,가공 형태별 마진율 비교 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w46,EU 산지별 1차 판매가 프리미엄 분석,?,,90.0,70.0,75.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w49,FTA/관세 차익거래 매트릭스,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w50,IUU 불법어업 규제 준수 레이더,?,,90.0,75.0,70.0,100.0,83.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w53,HMR 이커머스 시장 침투율 추이,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w54,MSC 인증 프리미엄 및 탄소 발자국 비교,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w55,선원 인권 및 임금체불 리스크 지수,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w56,OECD 수산 보조금 및 IUU 감시 레이더,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w57,EU 3중 충격 인덱스 (COVID·Brexit·우크라이나),?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w58,EU 수출시장 방향 전환 분석,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w59,EU 밸류체인 가격 워터폴 분석,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w60,폴란드 가공 허브 성장 지표 분석,?,,90.0,95.0,70.0,100.0,88.8,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w61,EU 정책 레질리언스 스코어카드,?,,90.0,60.0,65.0,100.0,78.8,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w62,EU→아시아 해상운임 상승 영향 분석,?,,60.0,60.0,70.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w63,인플레이션발 대체 단백질 소비 효과,?,,90.0,60.0,70.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w64,2025 Q1 한국 수출 급증 분석 (+84%),?,,90.0,95.0,75.0,100.0,90.0,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w65,노르웨이산 원물 가격 추이 및 최고가 분석,?,,90.0,75.0,75.0,100.0,85.0,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w66,한-영 FTA 수혜 영국산 수입 급증 분석,?,,90.0,95.0,75.0,100.0,90.0,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w67,삼각 가공 재수출 밸류체인 분석,?,,90.0,75.0,65.0,100.0,82.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w68,TAC 관리전략평가(MSE) 의사결정 검증,?,,90.0,60.0,60.0,100.0,77.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w69,환경보정 CPUE 표준화 추이 분석,?,,90.0,60.0,60.0,100.0,77.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w70,시장가격-자원평가 통합 모델 기여도 분석,?,,90.0,95.0,60.0,100.0,86.2,A,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w71,부산물 지방산 프로파일링 및 고부가가치화,?,,90.0,75.0,60.0,100.0,81.2,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w72,AI 초분광 비파괴 신선도 분류 기술 평가,?,,90.0,70.0,60.0,100.0,80.0,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w73,남해 고등어 영양단계 및 먹이생태 분석,?,,90.0,60.0,60.0,100.0,77.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w74,고등어 기반 고령친화식품 물성 연구,?,,90.0,60.0,60.0,100.0,77.5,B,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w75,냉동 필렛 보냉팩 최적화 유통 연구,?,,90.0,40.0,60.0,100.0,72.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w_us_boneless,미국 순살 고등어 경쟁사 프라이싱 레이더,?,,60.0,60.0,60.0,90.0,67.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w_africa_coldchain,아프리카(가나/나이지리아) 콜드체인 리스크 지수,?,,60.0,60.0,60.0,90.0,67.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w_global_b2c_channel,타깃 권역별 소비 채널 점유율 비교,?,,60.0,60.0,60.0,90.0,67.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
mackerel,w_busan_procurement,부산공동어시장 원물 수매 단가 및 물량,?,,60.0,60.0,60.0,90.0,67.5,C,mackerel_4axis_scores.csv,forensic_4axis_audit,
